Year,State,Communicable diseases,Number,Rate
2017,Sarawak,Viral encephalitis,10,0.358461483
2017,Sarawak,Whooping cough,,
2017,Selangor,A.I.D.S,112,1.74969927
2017,Selangor,Cholera,,
2017,Selangor,Dengue fever,45087,704.3633126
2017,Selangor,Dengue haemorrhagic fever,203,3.171329928
2017,Selangor,Diphteria,12,0.187467779
2017,Selangor,Dysentry ,46,0.718626486
2017,Selangor,Food poisoning,2107,32.91621753
2017,Selangor,Gonorrhoea,585,9.139054225
2017,Selangor,H.I.V,968,15.12240084
2017,Selangor,"Hand, Foot and Mouth Disease",7447,116.3393792
2017,Selangor,Hepatitis A,23,0.359313243
2017,Selangor,Hepatitis B,1039,16.2315852
2017,Selangor,Hepatitis C,332,5.186608552
2017,Selangor,Leprosy,34,0.531158707
2017,Selangor,Leptospirosis,697,10.8887535
2017,Selangor,Malaria,105,1.640343066
2017,Selangor,Measles,449,7.014419397
2017,Selangor,Neonatal Tetanus ,,
2017,Selangor,Other Specified Viral,4,0.06248926
2017,Selangor,Other Tetanus,4,0.06248926
2017,Selangor,Pertusis,86,1.343519083
2017,Selangor,Syphillis,664,10.3732171
2017,Selangor,Tuberculosis,4916,76.79930012
2017,Selangor,Typhoid,26,0.406180188
2017,Selangor,Typhus,4,0.06248926
2017,Selangor,Viral encephalitis,1,0.015622315
2017,Selangor,Whooping cough,,
2017,Terengganu,A.I.D.S,57,4.666393778
2017,Terengganu,Cholera,,
2017,Terengganu,Dengue fever,291,23.82316824
2017,Terengganu,Dengue haemorrhagic fever,1,0.081866558
2017,Terengganu,Diphteria,1,0.081866558
2017,Terengganu,Dysentry ,3,0.245599673
2017,Terengganu,Food poisoning,578,47.31887024
2017,Terengganu,Gonorrhoea,32,2.61972984
2017,Terengganu,H.I.V,74,6.058125256
2017,Terengganu,"Hand, Foot and Mouth Disease",281,23.00450266
2017,Terengganu,Hepatitis A,1,0.081866558
2017,Terengganu,Hepatitis B,174,14.24478101
2017,Terengganu,Hepatitis C,191,15.63651248
2017,Terengganu,Leprosy,10,0.818665575
2017,Terengganu,Leptospirosis,509,41.67007777
2017,Terengganu,Malaria,22,1.801064265
2017,Terengganu,Measles,18,1.473598035
2017,Terengganu,Neonatal Tetanus ,,
2017,Terengganu,Other Specified Viral,,
2017,Terengganu,Other Tetanus,1,0.081866558
2017,Terengganu,Pertusis,10,0.818665575
2017,Terengganu,Syphillis,41,3.356528858
2017,Terengganu,Tuberculosis,771,63.11911584
2017,Terengganu,Typhoid,2,0.163733115
2017,Terengganu,Typhus,1,0.081866558
2017,Terengganu,Viral encephalitis,3,0.245599673
2017,Terengganu,Whooping cough,,
2017,W.P. Kuala Lumpur,A.I.D.S,154,7.883286409
2017,W.P. Kuala Lumpur,Cholera,,
2017,W.P. Kuala Lumpur,Dengue fever,8288,424.2641413
2017,W.P. Kuala Lumpur,Dengue haemorrhagic fever,62,3.173790632
2017,W.P. Kuala Lumpur,Diphteria,5,0.255950857
2017,W.P. Kuala Lumpur,Dysentry ,8,0.409521372
2017,W.P. Kuala Lumpur,Food poisoning,403,20.62963911
2017,W.P. Kuala Lumpur,Gonorrhoea,294,15.04991042
2017,W.P. Kuala Lumpur,H.I.V,464,23.75223957
2017,W.P. Kuala Lumpur,"Hand, Foot and Mouth Disease",2359,120.7576145
2017,W.P. Kuala Lumpur,Hepatitis A,9,0.460711543
2017,W.P. Kuala Lumpur,Hepatitis B,309,15.81776299
2017,W.P. Kuala Lumpur,Hepatitis C,103,5.272587663
2017,W.P. Kuala Lumpur,Leprosy,10,0.511901715
2017,W.P. Kuala Lumpur,Leptospirosis,167,8.548758638
2017,W.P. Kuala Lumpur,Malaria,12,0.614282058
2017,W.P. Kuala Lumpur,Measles,153,7.832096238
2017,W.P. Kuala Lumpur,Neonatal Tetanus ,,
2017,W.P. Kuala Lumpur,Other Specified Viral,,
2017,W.P. Kuala Lumpur,Other Tetanus,,
2017,W.P. Kuala Lumpur,Pertusis,19,0.972613258
2017,W.P. Kuala Lumpur,Syphillis,320,16.38085488
2017,W.P. Kuala Lumpur,Tuberculosis,2085,106.7315076
2017,W.P. Kuala Lumpur,Typhoid,8,0.409521372
2017,W.P. Kuala Lumpur,Typhus,,
2017,W.P. Kuala Lumpur,Viral encephalitis,,
2017,W.P. Kuala Lumpur,Whooping cough,,
2017,W.P. Labuan,A.I.D.S,3,3.03030303
2017,W.P. Labuan,Cholera,,
2017,W.P. Labuan,Dengue fever,91,91.91919192
2017,W.P. Labuan,Dengue haemorrhagic fever,,
2017,W.P. Labuan,Diphteria,,
2017,W.P. Labuan,Dysentry ,3,3.03030303
2017,W.P. Labuan,Food poisoning,105,106.0606061
2017,W.P. Labuan,Gonorrhoea,54,54.54545455
2017,W.P. Labuan,H.I.V,16,16.16161616
2017,W.P. Labuan,"Hand, Foot and Mouth Disease",274,276.7676768
2017,W.P. Labuan,Hepatitis A,,
2017,W.P. Labuan,Hepatitis B,32,32.32323232
2017,W.P. Labuan,Hepatitis C,6,6.060606061
2017,W.P. Labuan,Leprosy,1,1.01010101
2017,W.P. Labuan,Leptospirosis,21,21.21212121
2017,W.P. Labuan,Malaria,1,1.01010101
2017,W.P. Labuan,Measles,4,4.04040404
2017,W.P. Labuan,Neonatal Tetanus ,,
2017,W.P. Labuan,Other Specified Viral,1,1.01010101
2017,W.P. Labuan,Other Tetanus,,
2017,W.P. Labuan,Pertusis,2,2.02020202
2017,W.P. Labuan,Syphillis,12,12.12121212
2017,W.P. Labuan,Tuberculosis,137,138.3838384
2017,W.P. Labuan,Typhoid,,
2017,W.P. Labuan,Typhus,,
2017,W.P. Labuan,Viral encephalitis,,
2017,W.P. Labuan,Whooping cough,,
2018,Johor,A.I.D.S,23,2.02
2018,Johor,Cholera,,
2018,Johor,Dengue fever,5863,153.37
2018,Johor,Dengue haemorrhagic fever,22,0.58
2018,Johor,Diphteria,,
2018,Johor,Dysentry ,11,0.29
2018,Johor,Food poisoning,1489,38.95
2018,Johor,Gonorrhoea,339,8.87
2018,Johor,H.I.V,133,11.66
2018,Johor,"Hand, Foot and Mouth Disease",3130,274.34
2018,Johor,Hepatitis A,5,0.13
2018,Johor,Hepatitis B,212,5.55
2018,Johor,Hepatitis C,117,3.06
2018,Johor,Leprosy,6,0.16
2018,Johor,Leptospirosis,308,27
2018,Johor,Malaria,64,1.67
2018,Johor,Measles,118,3.09
2018,Johor,Neonatal Tetanus ,,
2018,Johor,Other Specified Viral,,
2018,Johor,Other Tetanus,,
2018,Johor,Pertusis,17,0.44
2018,Johor,Syphillis,311,8.14
2018,Johor,Tuberculosis,2150,56.24
2018,Johor,Typhoid,19,0.5
2018,Johor,Typhus,,
2018,Johor,Viral encephalitis,,
2018,Johor,Whooping cough,,
2018,Kedah,A.I.D.S,37,2.17
2018,Kedah,Cholera,,
2018,Kedah,Dengue fever,2181,98.87
2018,Kedah,Dengue haemorrhagic fever,9,0.41
2018,Kedah,Diphteria,2,0.12
2018,Kedah,Dysentry ,1,0.05
2018,Kedah,Food poisoning,1226,55.58
2018,Kedah,Gonorrhoea,134,6.07
2018,Kedah,H.I.V,140,8.22
2018,Kedah,"Hand, Foot and Mouth Disease",1683,98.84
2018,Kedah,Hepatitis A,2,0.09
2018,Kedah,Hepatitis B,140,6.35
2018,Kedah,Hepatitis C,212,9.61
2018,Kedah,Leprosy,7,0.33
2018,Kedah,Leptospirosis,131,7.69
2018,Kedah,Malaria,34,1.54
2018,Kedah,Measles,40,1.81
2018,Kedah,Neonatal Tetanus ,,
2018,Kedah,Other Specified Viral,,
2018,Kedah,Other Tetanus,5,0.23
2018,Kedah,Pertusis,105,4.76
2018,Kedah,Syphillis,109,4.94
2018,Kedah,Tuberculosis,1336,60.56
2018,Kedah,Typhoid,2,0.09
2018,Kedah,Typhus,,
2018,Kedah,Viral encephalitis,7,0.32
2018,Kedah,Whooping cough,,
2018,Kelantan,A.I.D.S,42,1.63
2018,Kelantan,Cholera,,
2018,Kelantan,Dengue fever,1944,103.16
2018,Kelantan,Dengue haemorrhagic fever,6,0.32
2018,Kelantan,Diphteria,,
2018,Kelantan,Dysentry ,1,0.05
2018,Kelantan,Food poisoning,681,36.14
2018,Kelantan,Gonorrhoea,89,4.72
2018,Kelantan,H.I.V,167,6.53
2018,Kelantan,"Hand, Foot and Mouth Disease",6102,237.47
2018,Kelantan,Hepatitis A,,
2018,Kelantan,Hepatitis B,168,8.91
2018,Kelantan,Hepatitis C,223,11.83
2018,Kelantan,Leprosy,11,0.61
2018,Kelantan,Leptospirosis,288,11.21
2018,Kelantan,Malaria,135,7.16
2018,Kelantan,Measles,54,2.87
2018,Kelantan,Neonatal Tetanus ,,
2018,Kelantan,Other Specified Viral,1,0.05
2018,Kelantan,Other Tetanus,,
2018,Kelantan,Pertusis,73,3.87
2018,Kelantan,Syphillis,126,6.69
2018,Kelantan,Tuberculosis,1172,62.19
2018,Kelantan,Typhoid,44,2.33
2018,Kelantan,Typhus,,
2018,Kelantan,Viral encephalitis,,
2018,Kelantan,Whooping cough,,
2018,Malaysia,A.I.D.S,100,10.7
2018,Malaysia,Cholera,165,0.5
2018,Malaysia,Dengue fever,80210,244.07
2018,Malaysia,Dengue haemorrhagic fever,405,1.23
2018,Malaysia,Diphteria,,
2018,Malaysia,Dysentry ,164,0.5
2018,Malaysia,Food poisoning,15023,45.71
2018,Malaysia,Gonorrhoea,3130,9.52
2018,Malaysia,H.I.V,78,8.35
2018,Malaysia,"Hand, Foot and Mouth Disease",3021,323.24
2018,Malaysia,Hepatitis A,100,0.3
2018,Malaysia,Hepatitis B,4773,14.52
2018,Malaysia,Hepatitis C,2842,8.65
2018,Malaysia,Leprosy,182,0.57
2018,Malaysia,Leptospirosis,181,19.37
2018,Malaysia,Malaria,4630,14.09
2018,Malaysia,Measles,1958,5.96
2018,Malaysia,Neonatal Tetanus ,26,0.08
2018,Malaysia,Other Specified Viral,7,0.02
2018,Malaysia,Other Tetanus,31,0.09
2018,Malaysia,Pertusis,892,2.71
2018,Malaysia,Syphillis,3077,9.36
2018,Malaysia,Tuberculosis,25837,78.62
2018,Malaysia,Typhoid,173,0.53
2018,Malaysia,Typhus,,
2018,Malaysia,Viral encephalitis,34,0.1
2018,Malaysia,Whooping cough,,
2018,Melaka,A.I.D.S,5,1.93
2018,Melaka,Cholera,,
2018,Melaka,Dengue fever,718,76.82
2018,Melaka,Dengue haemorrhagic fever,4,0.43
2018,Melaka,Diphteria,,
2018,Melaka,Dysentry ,,
2018,Melaka,Food poisoning,895,95.76
2018,Melaka,Gonorrhoea,101,10.81
2018,Melaka,H.I.V,14,5.4
2018,Melaka,"Hand, Foot and Mouth Disease",629,242.67
2018,Melaka,Hepatitis A,3,0.32
2018,Melaka,Hepatitis B,152,16.26
2018,Melaka,Hepatitis C,32,3.42
2018,Melaka,Leprosy,1,0.11
2018,Melaka,Leptospirosis,11,4.24
2018,Melaka,Malaria,7,0.75
2018,Melaka,Measles,22,2.35
2018,Melaka,Neonatal Tetanus ,,
2018,Melaka,Other Specified Viral,,
2018,Melaka,Other Tetanus,,
2018,Melaka,Pertusis,31,3.32
2018,Melaka,Syphillis,103,11.02
2018,Melaka,Tuberculosis,622,66.55
2018,Melaka,Typhoid,,
2018,Melaka,Typhus,,
2018,Melaka,Viral encephalitis,1,0.11
2018,Melaka,Whooping cough,,
2018,Negeri Sembilan,A.I.D.S,12,0.68
2018,Negeri Sembilan,Cholera,,
2018,Negeri Sembilan,Dengue fever,1856,162.68
2018,Negeri Sembilan,Dengue haemorrhagic fever,8,0.7
2018,Negeri Sembilan,Diphteria,1,0.06
2018,Negeri Sembilan,Dysentry ,2,0.18
2018,Negeri Sembilan,Food poisoning,716,62.76
2018,Negeri Sembilan,Gonorrhoea,89,7.8
2018,Negeri Sembilan,H.I.V,233,13.18
2018,Negeri Sembilan,"Hand, Foot and Mouth Disease",5248,296.97
2018,Negeri Sembilan,Hepatitis A,2,0.18
2018,Negeri Sembilan,Hepatitis B,195,17.09
2018,Negeri Sembilan,Hepatitis C,322,28.22
2018,Negeri Sembilan,Leprosy,5,0.44
2018,Negeri Sembilan,Leptospirosis,95,5.38
2018,Negeri Sembilan,Malaria,41,3.59
2018,Negeri Sembilan,Measles,22,1.93
2018,Negeri Sembilan,Neonatal Tetanus ,,
2018,Negeri Sembilan,Other Specified Viral,,
2018,Negeri Sembilan,Other Tetanus,,
2018,Negeri Sembilan,Pertusis,19,1.67
2018,Negeri Sembilan,Syphillis,83,7.27
2018,Negeri Sembilan,Tuberculosis,591,51.8
2018,Negeri Sembilan,Typhoid,,
2018,Negeri Sembilan,Typhus,,
2018,Negeri Sembilan,Viral encephalitis,1,0.09
2018,Negeri Sembilan,Whooping cough,,
2018,Pahang,A.I.D.S,65,1.66
2018,Pahang,Cholera,,
2018,Pahang,Dengue fever,986,57.9
2018,Pahang,Dengue haemorrhagic fever,4,0.23
2018,Pahang,Diphteria,7,0.18
2018,Pahang,Dysentry ,23,1.35
2018,Pahang,Food poisoning,903,53.03
2018,Pahang,Gonorrhoea,135,7.93
2018,Pahang,H.I.V,211,5.38
2018,Pahang,"Hand, Foot and Mouth Disease",5062,129.15
2018,Pahang,Hepatitis A,1,0.06
2018,Pahang,Hepatitis B,260,15.27
2018,Pahang,Hepatitis C,332,19.5
2018,Pahang,Leprosy,17,1
2018,Pahang,Leptospirosis,190,4.85
2018,Pahang,Malaria,123,7.22
2018,Pahang,Measles,25,1.47
2018,Pahang,Neonatal Tetanus ,,
2018,Pahang,Other Specified Viral,,
2018,Pahang,Other Tetanus,2,0.12
2018,Pahang,Pertusis,55,3.23
2018,Pahang,Syphillis,109,6.4
2018,Pahang,Tuberculosis,940,55.2
2018,Pahang,Typhoid,3,0.18
2018,Pahang,Typhus,,
2018,Pahang,Viral encephalitis,,
2018,Pahang,Whooping cough,,
2018,Perak,A.I.D.S,147,5.2
2018,Perak,Cholera,,
2018,Perak,Dengue fever,2721,105.89
2018,Perak,Dengue haemorrhagic fever,15,0.58
2018,Perak,Diphteria,1,0.04
2018,Perak,Dysentry ,4,0.16
2018,Perak,Food poisoning,853,33.2
2018,Perak,Gonorrhoea,52,2.02
2018,Perak,H.I.V,274,9.68
2018,Perak,"Hand, Foot and Mouth Disease",8518,301.06
2018,Perak,Hepatitis A,4,0.16
2018,Perak,Hepatitis B,251,9.77
2018,Perak,Hepatitis C,112,4.36
2018,Perak,Leprosy,6,0.24
2018,Perak,Leptospirosis,870,30.75
2018,Perak,Malaria,184,7.16
2018,Perak,Measles,54,2.1
2018,Perak,Neonatal Tetanus ,,
2018,Perak,Other Specified Viral,,
2018,Perak,Other Tetanus,,
2018,Perak,Pertusis,36,1.4
2018,Perak,Syphillis,140,5.45
2018,Perak,Tuberculosis,1546,60.17
2018,Perak,Typhoid,6,0.23
2018,Perak,Typhus,,
2018,Perak,Viral encephalitis,6,0.23
2018,Perak,Whooping cough,,
2018,Perlis,A.I.D.S,123,1.89
2018,Perlis,Cholera,,
2018,Perlis,Dengue fever,369,142.36
2018,Perlis,Dengue haemorrhagic fever,,
2018,Perlis,Diphteria,2,0
2018,Perlis,Dysentry ,,
2018,Perlis,Food poisoning,56,21.6
2018,Perlis,Gonorrhoea,20,7.72
2018,Perlis,H.I.V,923,14.18
2018,Perlis,"Hand, Foot and Mouth Disease",21282,326.94
2018,Perlis,Hepatitis A,1,0.39
2018,Perlis,Hepatitis B,10,3.86
2018,Perlis,Hepatitis C,38,14.66
2018,Perlis,Leprosy,2,0.79
2018,Perlis,Leptospirosis,673,10.34
2018,Perlis,Malaria,1,0.39
2018,Perlis,Measles,3,1.16
2018,Perlis,Neonatal Tetanus ,,
2018,Perlis,Other Specified Viral,,
2018,Perlis,Other Tetanus,,
2018,Perlis,Pertusis,10,3.86
2018,Perlis,Syphillis,16,6.17
2018,Perlis,Tuberculosis,134,51.7
2018,Perlis,Typhoid,,
2018,Perlis,Typhus,,
2018,Perlis,Viral encephalitis,,
2018,Perlis,Whooping cough,,
2018,Pulau Pinang,A.I.D.S,49,3.93
2018,Pulau Pinang,Cholera,,
2018,Pulau Pinang,Dengue fever,6052,342.46
2018,Pulau Pinang,Dengue haemorrhagic fever,19,1.08
2018,Pulau Pinang,Diphteria,,
2018,Pulau Pinang,Dysentry ,,
2018,Pulau Pinang,Food poisoning,1158,65.53
2018,Pulau Pinang,Gonorrhoea,33,1.87
2018,Pulau Pinang,H.I.V,82,6.58
2018,Pulau Pinang,"Hand, Foot and Mouth Disease",1278,102.62
2018,Pulau Pinang,Hepatitis A,1,0.06
2018,Pulau Pinang,Hepatitis B,53,3
2018,Pulau Pinang,Hepatitis C,75,4.24
2018,Pulau Pinang,Leprosy,7,0.41
2018,Pulau Pinang,Leptospirosis,507,40.71
2018,Pulau Pinang,Malaria,6,0.34
2018,Pulau Pinang,Measles,11,0.62
2018,Pulau Pinang,Neonatal Tetanus ,,
2018,Pulau Pinang,Other Specified Viral,1,0.06
2018,Pulau Pinang,Other Tetanus,,
2018,Pulau Pinang,Pertusis,27,1.53
2018,Pulau Pinang,Syphillis,175,9.9
2018,Pulau Pinang,Tuberculosis,1228,69.49
2018,Pulau Pinang,Typhoid,6,0.34
2018,Pulau Pinang,Typhus,,
2018,Pulau Pinang,Viral encephalitis,1,0.06
2018,Pulau Pinang,Whooping cough,,
2018,Sabah,A.I.D.S,110,5.58
2018,Sabah,Cholera,163,4.16
2018,Sabah,Dengue fever,3386,86.39
2018,Sabah,Dengue haemorrhagic fever,37,0.94
2018,Sabah,Diphteria,,
2018,Sabah,Dysentry ,6,0.15
2018,Sabah,Food poisoning,1641,41.87
2018,Sabah,Gonorrhoea,350,8.93
2018,Sabah,H.I.V,428,21.71
2018,Sabah,"Hand, Foot and Mouth Disease",8290,420.43
2018,Sabah,Hepatitis A,57,1.45
2018,Sabah,Hepatitis B,1281,32.68
2018,Sabah,Hepatitis C,48,1.22
2018,Sabah,Leprosy,63,1.69
2018,Sabah,Leptospirosis,112,5.68
2018,Sabah,Malaria,2316,59.09
2018,Sabah,Measles,74,1.89
2018,Sabah,Neonatal Tetanus ,26,0.08
2018,Sabah,Other Specified Viral,,
2018,Sabah,Other Tetanus,17,0.43
2018,Sabah,Pertusis,107,2.73
2018,Sabah,Syphillis,272,6.94
2018,Sabah,Tuberculosis,5008,127.77
2018,Sabah,Typhoid,58,1.48
2018,Sabah,Typhus,,
2018,Sabah,Viral encephalitis,5,0.13
2018,Sabah,Whooping cough,,
2018,Sarawak,A.I.D.S,,
2018,Sarawak,Cholera,,
2018,Sarawak,Dengue fever,821,29.02
2018,Sarawak,Dengue haemorrhagic fever,2,0.07
2018,Sarawak,Diphteria,2,2
2018,Sarawak,Dysentry ,5,0.18
2018,Sarawak,Food poisoning,978,34.57
2018,Sarawak,Gonorrhoea,818,28.91
2018,Sarawak,H.I.V,15,14.94
2018,Sarawak,"Hand, Foot and Mouth Disease",647,644.42
2018,Sarawak,Hepatitis A,11,0.39
2018,Sarawak,Hepatitis B,995,35.17
2018,Sarawak,Hepatitis C,748,26.44
2018,Sarawak,Leprosy,17,0.62
2018,Sarawak,Leptospirosis,15,14.94
2018,Sarawak,Malaria,1554,54.93
2018,Sarawak,Measles,312,11.03
2018,Sarawak,Neonatal Tetanus ,,
2018,Sarawak,Other Specified Viral,,
2018,Sarawak,Other Tetanus,1,0
2018,Sarawak,Pertusis,51,1.8
2018,Sarawak,Syphillis,538,19.02
2018,Sarawak,Tuberculosis,3122,110.35
2018,Sarawak,Typhoid,5,0.18
2018,Sarawak,Typhus,,
2018,Sarawak,Viral encephalitis,12,0.42
2018,Sarawak,Whooping cough,,
2018,Selangor,A.I.D.S,112,1.75
2018,Selangor,Cholera,1,0.02
2018,Selangor,Dengue fever,45205,694.46
2018,Selangor,Dengue haemorrhagic fever,144,2.21
2018,Selangor,Diphteria,12,0.19
2018,Selangor,Dysentry ,78,1.2
2018,Selangor,Food poisoning,3120,47.93
2018,Selangor,Gonorrhoea,534,8.2
2018,Selangor,H.I.V,968,15.12
2018,Selangor,"Hand, Foot and Mouth Disease",7447,116.34
2018,Selangor,Hepatitis A,10,0.15
2018,Selangor,Hepatitis B,730,11.21
2018,Selangor,Hepatitis C,379,5.82
2018,Selangor,Leprosy,26,0.43
2018,Selangor,Leptospirosis,697,10.89
2018,Selangor,Malaria,102,1.57
2018,Selangor,Measles,860,13.21
2018,Selangor,Neonatal Tetanus ,,
2018,Selangor,Other Specified Viral,1,0.02
2018,Selangor,Other Tetanus,5,0.08
2018,Selangor,Pertusis,228,3.5
2018,Selangor,Syphillis,662,10.17
2018,Selangor,Tuberculosis,5071,77.9
2018,Selangor,Typhoid,13,0.2
2018,Selangor,Typhus,4,0.06
2018,Selangor,Viral encephalitis,1,0.02
2018,Selangor,Whooping cough,,
2018,Terengganu,A.I.D.S,57,4.67
2018,Terengganu,Cholera,,
2018,Terengganu,Dengue fever,546,43.84
2018,Terengganu,Dengue haemorrhagic fever,4,0.32
2018,Terengganu,Diphteria,1,0.08
2018,Terengganu,Dysentry ,2,0.16
2018,Terengganu,Food poisoning,413,33.16
2018,Terengganu,Gonorrhoea,69,5.54
2018,Terengganu,H.I.V,74,6.06
2018,Terengganu,"Hand, Foot and Mouth Disease",281,23
2018,Terengganu,Hepatitis A,,
2018,Terengganu,Hepatitis B,108,8.67
2018,Terengganu,Hepatitis C,88,7.07
2018,Terengganu,Leprosy,9,0.74
2018,Terengganu,Leptospirosis,509,41.67
2018,Terengganu,Malaria,45,3.61
